# origin; destination; customers
41; 16; 4
41; 17; 3
41; 18; 346
41; 20; 44
41; 21; 37
41; 22; 4
41; 23; 4
41; 24; 105
41; 25; 1
41; 28; 11
41; 29; 16
41; 30; 25
41; 32; 35
41; 33; 2
41; 34; 4
41; 35; 4
41; 36; 1
41; 37; 2
41; 38; 1
41; 39; 3
41; 40; 9
41; 42; 10
41; 43; 1
41; 44; 124
41; 45; 3
41; 46; 2
41; 47; 1
41; 50; 16
41; 51; 4
41; 52; 2
41; 54; 8
41; 56; 77
41; 58; 137
41; 59; 5
41; 61; 123
41; 62; 7
41; 63; 43
41; 64; 14
41; 65; 714
41; 67; 9
41; 68; 8
41; 69; 11
41; 70; 8
41; 71; 15
41; 72; 49
41; 73; 208
41; 75; 68
41; 76; 73
41; 78; 72
41; 79; 56
41; 80; 11
41; 81; 763
41; 83; 86
41; 84; 8
41; 85; 215
41; 86; 32
41; 87; 3
41; 89; 4
41; 91; 6
41; 92; 6
41; 93; 114
41; 94; 2
41; 96; 3
41; 97; 1
41; 98; 7
41; 99; 17
41; 101; 1
41; 102; 3
41; 103; 52
41; 104; 133
41; 105; 2
41; 106; 50
41; 109; 43
41; 110; 27
41; 111; 1
41; 112; 3
41; 113; 5
41; 114; 7
41; 115; 16
41; 116; 2
41; 117; 1
41; 118; 479
41; 119; 2
41; 120; 1
41; 121; 7
41; 122; 1
41; 123; 107
41; 124; 78
41; 125; 1
41; 126; 6
41; 127; 10
41; 128; 14
41; 129; 98
41; 131; 1
41; 132; 23
41; 133; 410
41; 134; 8
41; 135; 8
41; 136; 68
41; 137; 1
41; 138; 57
41; 139; 563
41; 140; 2
42; 1; 359
42; 2; 2
42; 5; 1
42; 8; 5
42; 9; 1
42; 11; 104
42; 12; 318
42; 13; 1
42; 15; 165
42; 16; 1
42; 17; 1
42; 18; 15
42; 20; 6
42; 21; 151
42; 22; 1
42; 23; 2
42; 24; 8
42; 29; 3
42; 30; 11
42; 32; 10
42; 33; 33
42; 34; 1
42; 35; 1
42; 37; 1
42; 38; 1
42; 39; 1
42; 40; 4
42; 41; 10
42; 43; 15
42; 44; 2
42; 50; 2
42; 51; 1
42; 52; 1
42; 54; 3
42; 56; 7
42; 58; 1
42; 59; 4
42; 61; 5
42; 62; 4
42; 63; 17
42; 64; 6
42; 65; 11
42; 67; 122
42; 70; 1
42; 71; 63
42; 72; 10
42; 73; 72
42; 75; 4
42; 76; 4
42; 78; 1
42; 79; 1
42; 80; 3
42; 81; 14
42; 83; 5
42; 84; 8
42; 85; 321
42; 86; 1
42; 87; 3
42; 89; 7
42; 91; 45
42; 92; 4
42; 93; 1
42; 94; 1
42; 96; 9
42; 97; 1
42; 98; 4
42; 99; 24
42; 101; 1
42; 102; 1
42; 103; 3
42; 104; 6
42; 105; 40
42; 106; 15
42; 109; 2
42; 110; 16
42; 111; 1
42; 112; 1
42; 113; 2
42; 114; 161
42; 115; 19
42; 117; 12
42; 118; 21
42; 119; 1
42; 121; 2
42; 122; 1
42; 123; 2
42; 124; 7
42; 125; 1
42; 126; 3
42; 127; 7
42; 128; 7
42; 129; 53
42; 132; 8
42; 133; 9
42; 134; 4
42; 135; 21
42; 136; 23
42; 137; 2
42; 138; 42
42; 139; 369
42; 140; 4
43; 1; 69
43; 2; 2
43; 8; 1
43; 11; 15
43; 12; 692
43; 13; 1
43; 15; 214
43; 18; 7
43; 21; 16
43; 24; 4
43; 30; 10
43; 32; 18
43; 33; 3
43; 40; 1
43; 41; 1
43; 42; 15
43; 44; 1
43; 50; 1
43; 54; 2
43; 56; 8
43; 61; 7
43; 63; 8
43; 64; 4
43; 65; 13
43; 67; 19
43; 71; 119
43; 73; 64
43; 75; 2
43; 76; 4
43; 80; 1
43; 81; 18
43; 84; 6
43; 85; 619
43; 87; 1
43; 89; 2
43; 91; 43
43; 92; 3
43; 96; 3
43; 98; 3
43; 99; 2
43; 104; 7
43; 105; 566
43; 106; 6
43; 110; 12
43; 112; 1
43; 113; 1
43; 114; 46
43; 115; 5
43; 117; 2
43; 118; 3
43; 121; 1
43; 123; 1
43; 124; 1
43; 127; 1
43; 128; 1
43; 129; 12
43; 132; 2
43; 133; 1
43; 135; 11
43; 136; 6
43; 137; 1
43; 138; 2
43; 139; 79
43; 140; 2
44; 1; 15
44; 2; 114
44; 3; 1
44; 5; 2
44; 7; 1
44; 8; 6
44; 9; 1
44; 11; 8
44; 12; 117
44; 13; 6
44; 14; 1
44; 15; 694
44; 16; 6
44; 17; 1
44; 18; 84
44; 20; 63
44; 21; 6
44; 22; 1
44; 23; 5
44; 24; 5
44; 25; 1
44; 28; 4
44; 29; 32
44; 30; 35
44; 32; 14
44; 33; 3
44; 34; 3
44; 35; 3
44; 36; 1
44; 37; 2
44; 38; 1
44; 39; 2
44; 40; 3
44; 41; 124
44; 42; 2
44; 43; 1
44; 45; 7931
44; 46; 1
44; 47; 1
44; 50; 5
44; 51; 4
44; 52; 3
44; 54; 3
44; 56; 37
44; 58; 2
44; 59; 5
44; 61; 51
44; 62; 10
44; 63; 10
44; 64; 8
44; 65; 1224
44; 67; 7
44; 69; 1
44; 70; 13
44; 71; 3
44; 72; 85
44; 73; 74
44; 75; 13
44; 76; 253
44; 78; 108
44; 79; 62
44; 80; 5
44; 81; 151
44; 83; 4386
44; 84; 4
44; 85; 41
44; 86; 33
44; 87; 3
44; 88; 1
44; 89; 4
44; 90; 1
44; 91; 4
44; 92; 6
44; 93; 26
44; 94; 2
44; 96; 3
44; 97; 4
44; 98; 10
44; 99; 12
44; 101; 1
44; 102; 1
44; 103; 56
44; 104; 201
44; 105; 1
44; 106; 19
44; 109; 130
44; 110; 26
44; 111; 2
44; 112; 5
44; 113; 4
44; 114; 2
44; 115; 10
44; 116; 3
44; 117; 2
44; 118; 120
44; 119; 3
44; 120; 1
44; 121; 3
44; 122; 2
44; 123; 176
44; 124; 84
44; 125; 1
44; 126; 4
44; 127; 7
44; 128; 7
44; 129; 25
44; 132; 4
44; 133; 349
44; 134; 7
44; 135; 2
44; 136; 6
44; 137; 5
44; 138; 6
44; 139; 18089
44; 140; 2
45; 1; 2
45; 2; 2
45; 11; 1
45; 12; 4
45; 15; 16
45; 18; 4
45; 20; 1
45; 21; 1
45; 41; 3
45; 44; 7931
45; 56; 1
45; 61; 1
45; 63; 1
45; 65; 52
45; 67; 1
45; 72; 1
45; 73; 4
45; 76; 2
45; 78; 5
45; 81; 3
45; 83; 68
45; 85; 3
45; 86; 1
45; 89; 1
45; 93; 1
45; 96; 1
45; 103; 1
45; 104; 2
45; 106; 1
45; 109; 2
45; 110; 1
45; 115; 1
45; 118; 3
45; 123; 8
45; 124; 1
45; 129; 2
45; 132; 1
45; 133; 5
45; 136; 1
45; 139; 2
46; 1; 3
46; 2; 1
46; 8; 3
46; 11; 2
46; 12; 7
46; 13; 3575
46; 15; 20
46; 16; 10
46; 18; 4
46; 19; 1
46; 20; 5
46; 21; 1
46; 22; 1
46; 23; 1
46; 25; 131
46; 26; 22
46; 29; 9
46; 30; 7
46; 34; 1
46; 35; 1
46; 39; 1
46; 40; 1
46; 41; 2
46; 44; 1
46; 51; 1
46; 56; 2
46; 59; 1
46; 61; 1
46; 62; 3
46; 63; 1
46; 65; 6
46; 67; 2
46; 72; 104
46; 73; 16
46; 76; 1
46; 78; 1
46; 81; 2
46; 83; 1
46; 85; 7
46; 87; 1
46; 89; 2
46; 91; 1
46; 92; 1
46; 96; 1
46; 97; 1
46; 98; 2
46; 99; 2
46; 101; 1
46; 102; 1
46; 103; 1
46; 104; 2
46; 106; 1
46; 109; 1
46; 110; 5
46; 112; 1
46; 115; 2
46; 116; 24
46; 118; 5
46; 119; 1
46; 121; 1
46; 122; 1
46; 123; 2
46; 124; 5
46; 126; 1
46; 127; 1
46; 128; 2
46; 129; 8
46; 132; 1
46; 133; 1
46; 134; 2
46; 136; 2
46; 139; 3
47; 1; 4
47; 5; 4
47; 7; 9
47; 8; 2
47; 10; 1
47; 11; 6
47; 12; 32
47; 13; 2
47; 15; 69
47; 17; 1
47; 18; 2
47; 20; 1
47; 21; 3
47; 22; 1
47; 23; 4
47; 24; 1
47; 30; 4
47; 33; 2
47; 38; 136
47; 40; 9
47; 41; 1
47; 44; 1
47; 52; 4
47; 53; 471
47; 59; 8
47; 62; 4
47; 63; 1
47; 65; 8
47; 67; 3
47; 71; 1
47; 72; 1
47; 73; 11
47; 81; 1
47; 85; 6
47; 87; 7
47; 89; 11
47; 91; 1
47; 92; 22
47; 94; 9
47; 96; 3
47; 98; 5
47; 99; 5
47; 100; 1
47; 101; 1
47; 102; 2
47; 105; 1
47; 106; 1
47; 110; 3289
47; 111; 2
47; 112; 4
47; 113; 1
47; 115; 1
47; 117; 3
47; 118; 1
47; 121; 8
47; 122; 48
47; 124; 1
47; 125; 1
47; 126; 20
47; 127; 30
47; 128; 53
47; 129; 49
47; 132; 6
47; 134; 7
47; 136; 8
47; 137; 2
47; 138; 3
47; 139; 123
48; 8; 1
48; 15; 2
48; 34; 3
48; 73; 8
48; 85; 1
48; 96; 1
48; 113; 2
48; 118; 1
48; 129; 1
48; 130; 1
48; 136; 1
48; 139; 5
50; 1; 16
50; 2; 1
50; 8; 3
50; 11; 6
50; 12; 190
50; 13; 1
50; 15; 1357
50; 18; 459
50; 20; 2
50; 21; 5
50; 22; 1
50; 24; 58
50; 30; 1
50; 32; 31
50; 33; 1
50; 40; 1
50; 41; 16
50; 42; 2
50; 43; 1
50; 44; 5
50; 54; 13
50; 56; 4
50; 58; 9
50; 59; 1
50; 61; 7
50; 62; 1
50; 63; 24
50; 64; 14
50; 65; 30
50; 67; 6
50; 71; 17
50; 72; 1
50; 73; 29
50; 75; 92
50; 76; 1
50; 78; 3
50; 80; 54
50; 81; 26
50; 83; 2
50; 84; 14
50; 85; 66
50; 86; 1
50; 87; 1
50; 89; 2
50; 91; 6
50; 92; 1
50; 93; 1
50; 96; 1
50; 98; 1
50; 99; 3
50; 101; 1
50; 103; 1
50; 104; 2
50; 105; 2
50; 106; 225
50; 109; 1
50; 110; 8
50; 112; 1
50; 113; 2
50; 114; 2
50; 115; 7
50; 117; 1
50; 118; 21
50; 121; 1
50; 123; 4
50; 124; 3
50; 126; 1
50; 127; 1
50; 128; 2
50; 129; 11
50; 131; 2
50; 132; 2
50; 133; 6
50; 134; 1
50; 135; 7
50; 136; 3
50; 138; 1
50; 139; 90
51; 1; 12
51; 2; 1
51; 3; 4
51; 4; 2
51; 5; 1
51; 6; 1
51; 8; 17
51; 11; 10
51; 12; 16
51; 13; 10
51; 15; 52
51; 16; 3
51; 17; 2
51; 18; 3
51; 20; 10
51; 21; 6
51; 22; 5
51; 23; 2
51; 24; 2
51; 25; 1
51; 29; 4
51; 30; 10
51; 31; 1
51; 32; 1
51; 33; 7
51; 34; 8
51; 35; 16
51; 36; 1
51; 37; 1
51; 38; 1
51; 39; 6
51; 40; 2
51; 41; 4
51; 42; 1
51; 44; 4
51; 46; 1
51; 52; 1
51; 56; 8
51; 59; 1
51; 61; 1
51; 62; 5
51; 63; 4
51; 65; 10
51; 67; 8
51; 70; 1
51; 71; 1
51; 72; 15
51; 73; 94
51; 76; 2
51; 78; 1
51; 79; 1
51; 80; 1
51; 81; 4
51; 83; 1
51; 84; 1
51; 85; 21
51; 86; 1
51; 87; 1
51; 89; 12
51; 92; 2
51; 94; 1
51; 96; 13
51; 97; 1
51; 98; 4
51; 99; 4
51; 101; 4
51; 102; 2
51; 103; 2
51; 104; 4
51; 106; 4
51; 109; 1
51; 110; 10
51; 112; 1
51; 113; 3
51; 114; 1
51; 115; 7
51; 116; 1
51; 117; 9
51; 118; 14
51; 119; 1
51; 121; 4
51; 122; 1
51; 123; 1
51; 124; 9
51; 125; 1
51; 126; 3
51; 127; 3
51; 128; 5
51; 129; 27
51; 130; 1
51; 132; 11
51; 133; 2
51; 134; 6
51; 136; 32
51; 138; 15
51; 139; 164
52; 1; 11
52; 2; 1
52; 5; 210
52; 7; 8
52; 8; 6
52; 10; 3
52; 11; 13
52; 12; 16
52; 13; 3
52; 14; 1
52; 15; 24
52; 16; 1
52; 17; 2
52; 18; 3
52; 20; 3
52; 21; 7
52; 22; 1
52; 23; 28
52; 24; 2
52; 29; 3
52; 30; 41
52; 32; 1
52; 33; 10
52; 34; 1
52; 35; 1
52; 37; 2
52; 38; 13
52; 39; 1
52; 40; 12
52; 41; 2
52; 42; 1
52; 44; 3
52; 47; 4
52; 51; 1
52; 53; 3
52; 56; 2
52; 59; 15
52; 61; 1
52; 62; 20
52; 63; 2
52; 64; 1
52; 65; 6
52; 67; 8
52; 71; 1
52; 72; 9
52; 73; 30
52; 76; 1
52; 78; 1
52; 79; 1
52; 81; 3
52; 83; 1
52; 84; 1
52; 85; 17
52; 87; 13
52; 89; 19
52; 90; 1
52; 91; 1
52; 92; 61
52; 94; 126
52; 96; 7
52; 97; 2
52; 98; 24
52; 99; 11
52; 101; 1
52; 102; 3
52; 103; 1
52; 104; 2
52; 105; 2
52; 106; 3
52; 109; 1
52; 110; 446
52; 111; 417
52; 112; 2
52; 113; 1
52; 114; 1
52; 115; 3
52; 117; 11
52; 118; 5
52; 119; 2
52; 120; 1
52; 121; 11
52; 122; 14
52; 123; 1
52; 124; 3
52; 125; 4
52; 126; 16
52; 127; 31
52; 128; 35
52; 129; 80
52; 132; 12
52; 133; 2
52; 134; 13
52; 135; 1
52; 136; 21
52; 138; 28
52; 139; 243
52; 140; 1
53; 1; 2
53; 5; 3
53; 7; 5
53; 8; 2
53; 10; 1
53; 11; 3
53; 12; 19
53; 13; 1
53; 15; 42
53; 17; 1
53; 18; 1
53; 21; 2
53; 23; 3
53; 24; 1
53; 30; 3
53; 33; 1
53; 38; 38
53; 40; 5
53; 47; 471
53; 52; 3
53; 59; 4
53; 62; 2
53; 65; 5
53; 67; 2
53; 71; 1
53; 73; 7
53; 85; 4
53; 87; 4
53; 89; 7
53; 92; 12
53; 94; 6
53; 96; 2
53; 98; 4
53; 99; 3
53; 100; 1
53; 102; 1
53; 110; 1924
53; 111; 2
53; 112; 3
53; 115; 1
53; 117; 2
53; 118; 1
53; 121; 5
53; 122; 18
53; 125; 1
53; 126; 12
53; 127; 14
53; 128; 25
53; 129; 27
53; 132; 4
53; 134; 4
53; 136; 5
53; 137; 1
53; 138; 2
53; 139; 71
54; 1; 30
54; 2; 1
54; 8; 4
54; 11; 8
54; 12; 154
54; 13; 1
54; 15; 665
54; 18; 52
54; 20; 2
54; 21; 7
54; 22; 1
54; 24; 94
54; 30; 8
54; 32; 9
54; 33; 1
54; 34; 1
54; 40; 1
54; 41; 8
54; 42; 3
54; 43; 2
54; 44; 3
54; 50; 13
54; 56; 4
54; 58; 3
54; 59; 1
54; 61; 9
54; 62; 1
54; 63; 317
54; 64; 9
54; 65; 16
54; 67; 11
54; 71; 20
54; 72; 1
54; 73; 72
54; 75; 13
54; 76; 1
54; 78; 2
54; 80; 7
54; 81; 29
54; 83; 1
54; 84; 61
54; 85; 172
54; 86; 1
54; 87; 1
54; 89; 2
54; 91; 6
54; 92; 1
54; 96; 2
54; 98; 3
54; 99; 3
54; 101; 1
54; 103; 1
54; 104; 1
54; 105; 3
54; 106; 149
54; 109; 1
54; 110; 8
54; 112; 1
54; 113; 2
54; 114; 2
54; 115; 18
54; 117; 1
54; 118; 18
54; 121; 1
54; 122; 1
54; 123; 3
54; 124; 2
54; 126; 1
54; 127; 2
54; 128; 2
54; 129; 13
54; 131; 7
54; 132; 2
54; 133; 3
54; 134; 1
54; 135; 22
54; 136; 15
54; 137; 1
54; 138; 1
54; 139; 126
56; 1; 76
56; 2; 12
56; 3; 2
56; 4; 1
56; 5; 1
56; 6; 1
56; 7; 1
56; 8; 36
56; 9; 1
56; 10; 1
56; 11; 46
56; 12; 124
56; 13; 16
56; 14; 1
56; 15; 1155
56; 16; 5
56; 17; 4
56; 18; 50
56; 20; 115
56; 21; 31
56; 22; 7
56; 23; 3
56; 24; 52
56; 25; 2
56; 28; 1
56; 29; 15
56; 30; 24
56; 31; 3
56; 32; 12
56; 33; 32
56; 34; 11
56; 35; 6
56; 36; 1
56; 37; 2
56; 38; 3
56; 39; 5
56; 40; 8
56; 41; 77
56; 42; 7
56; 43; 8
56; 44; 37
56; 45; 1
56; 46; 2
56; 50; 4
56; 51; 8
56; 52; 2
56; 54; 4
56; 58; 7
56; 59; 4
56; 60; 1
56; 61; 12
56; 62; 8
56; 63; 41
56; 64; 5
56; 65; 116
56; 67; 43
56; 68; 1
56; 69; 1
56; 70; 13
56; 71; 7
56; 72; 50
56; 73; 381
56; 75; 10
56; 76; 27
56; 78; 11
56; 79; 9
56; 80; 7
56; 81; 49
56; 83; 18
56; 84; 14
56; 85; 163
56; 86; 8
56; 87; 22
56; 89; 28
56; 91; 3
56; 92; 5
56; 93; 5
56; 94; 2
56; 95; 1
56; 96; 42
56; 97; 2
56; 98; 8
56; 99; 14
56; 101; 7
56; 102; 4
56; 103; 39
56; 104; 67
56; 105; 13
56; 106; 50
56; 109; 13
56; 110; 26
56; 111; 1
56; 112; 3
56; 113; 10
56; 114; 4
56; 115; 47
56; 116; 3
56; 117; 29
56; 118; 992
56; 119; 2
56; 120; 1
56; 121; 9
56; 122; 4
56; 123; 38
56; 124; 124
56; 125; 1
56; 126; 7
56; 127; 10
56; 128; 14
56; 129; 94
56; 130; 2
56; 131; 1
56; 132; 29
56; 133; 34
56; 134; 10
56; 135; 6
56; 136; 93
56; 137; 1
56; 138; 56
56; 139; 594
56; 140; 1
58; 1; 6
58; 2; 3
58; 8; 2
58; 11; 2
58; 12; 50
58; 13; 1
58; 15; 1283
58; 18; 299
58; 20; 4
58; 21; 2
58; 30; 2
58; 32; 9
58; 40; 1
58; 41; 137
58; 42; 1
58; 44; 2
58; 50; 9
58; 54; 3
58; 56; 7
58; 59; 1
58; 61; 23
58; 62; 1
58; 63; 7
58; 64; 4
58; 65; 46
58; 67; 3
58; 70; 1
58; 72; 1
58; 73; 24
58; 76; 2
58; 78; 7
58; 80; 5
58; 81; 166
58; 83; 5
58; 84; 3
58; 85; 20
58; 86; 3
58; 87; 1
58; 89; 1
58; 91; 2
58; 92; 1
58; 93; 4
58; 96; 1
58; 98; 1
58; 99; 3
58; 103; 2
58; 104; 4
58; 105; 1
58; 106; 21
58; 109; 2
58; 110; 4
58; 114; 1
58; 115; 4
58; 118; 47
58; 121; 1
58; 123; 11
58; 124; 5
58; 126; 1
58; 127; 1
58; 128; 1
58; 129; 6
58; 132; 1
58; 133; 20
58; 134; 1
58; 136; 1
58; 139; 2
59; 1; 30
59; 2; 1
59; 5; 8
59; 7; 53
59; 8; 11
59; 9; 1
59; 10; 2
59; 11; 44
59; 12; 42
59; 13; 3
59; 14; 1
59; 15; 57
59; 16; 1
59; 17; 4
59; 18; 7
59; 20; 5
59; 21; 23
59; 22; 2
59; 23; 12
59; 24; 4
59; 29; 5
59; 30; 33
59; 32; 2
59; 33; 31
59; 34; 1
59; 35; 2
59; 37; 2
59; 38; 31
59; 39; 1
59; 40; 119
59; 41; 5
59; 42; 4
59; 44; 5
59; 46; 1
59; 47; 8
59; 50; 1
59; 51; 1
59; 52; 15
59; 53; 4
59; 54; 1
59; 56; 4
59; 58; 1
59; 61; 2
59; 62; 13
59; 63; 5
59; 64; 2
59; 65; 10
59; 67; 22
59; 70; 1
59; 71; 3
59; 72; 14
59; 73; 60
59; 75; 1
59; 76; 3
59; 78; 1
59; 79; 1
59; 80; 1
59; 81; 6
59; 83; 3
59; 84; 2
59; 85; 44
59; 86; 1
59; 87; 27
59; 89; 41
59; 91; 2
59; 92; 175
59; 94; 27
59; 95; 1
59; 96; 15
59; 97; 2
59; 98; 16
59; 99; 70
59; 100; 1
59; 101; 3
59; 102; 6
59; 103; 2
59; 104; 5
59; 105; 4
59; 106; 6
59; 109; 1
59; 110; 295
59; 111; 10
59; 112; 2
59; 113; 2
59; 114; 2
59; 115; 8
59; 116; 1
59; 117; 29
59; 118; 10
59; 119; 2
59; 120; 1
59; 121; 19
59; 122; 53
59; 123; 2
59; 124; 5
59; 125; 3
59; 126; 28
59; 127; 774
59; 128; 200
59; 129; 414
59; 132; 29
59; 133; 5
59; 134; 16
59; 135; 2
59; 136; 47
59; 137; 1
59; 138; 108
59; 139; 792
59; 140; 3
60; 1; 5
60; 8; 32
60; 11; 4
60; 12; 20
60; 13; 1
60; 15; 66
60; 17; 1
60; 18; 1
60; 21; 2
60; 22; 2
60; 24; 1
60; 30; 11
60; 33; 2
60; 39; 1
60; 40; 1
60; 56; 1
60; 63; 1
60; 65; 5
60; 67; 3
60; 71; 1
60; 73; 729
60; 85; 7
60; 87; 4
60; 89; 4
60; 96; 84
60; 98; 4
60; 99; 1
60; 101; 2
60; 102; 1
60; 106; 1
60; 110; 11
60; 112; 1
60; 113; 6
60; 115; 4
60; 117; 3
60; 118; 1
60; 121; 1
60; 126; 1
60; 127; 1
60; 128; 1
60; 129; 8
60; 132; 7
60; 134; 1
60; 135; 1
60; 136; 58
60; 137; 1
60; 138; 1
60; 139; 84
61; 1; 42
61; 2; 9
61; 5; 1
61; 8; 8
61; 11; 24
61; 12; 173
61; 13; 4
61; 15; 764
61; 16; 1
61; 17; 1
61; 18; 480
61; 20; 12
61; 21; 17
61; 22; 1
61; 23; 1
61; 24; 26
61; 28; 22
61; 29; 5
61; 30; 8
61; 32; 29
61; 33; 14
61; 34; 1
61; 35; 1
61; 37; 1
61; 38; 1
61; 39; 1
61; 40; 4
61; 41; 123
61; 42; 5
61; 43; 7
61; 44; 51
61; 45; 1
61; 46; 1
61; 50; 7
61; 51; 1
61; 52; 1
61; 54; 9
61; 56; 12
61; 58; 23
61; 59; 2
61; 62; 3
61; 63; 22
61; 64; 9
61; 65; 211
61; 67; 21
61; 68; 39
61; 69; 119
61; 70; 2
61; 71; 7
61; 72; 14
61; 73; 70
61; 75; 23
61; 76; 15
61; 78; 27
61; 79; 18
61; 80; 16
61; 81; 1325
61; 83; 31
61; 84; 11
61; 85; 100
61; 86; 11
61; 87; 7
61; 89; 9
61; 91; 3
61; 92; 3
61; 93; 11
61; 94; 1
61; 96; 11
61; 97; 1
61; 98; 3
61; 99; 8
61; 101; 2
61; 102; 1
61; 103; 8
61; 104; 22
61; 105; 11
61; 106; 54
61; 109; 8
61; 110; 11
61; 111; 1
61; 112; 1
61; 113; 1
61; 114; 4
61; 115; 13
61; 116; 1
61; 117; 10
61; 118; 63
61; 119; 1
61; 121; 3
61; 122; 2
61; 123; 44
61; 124; 15
61; 126; 2
61; 127; 5
61; 128; 6
61; 129; 44
61; 132; 9
61; 133; 185
61; 134; 3
61; 135; 3
61; 136; 26
61; 137; 25
61; 138; 25
61; 139; 240
61; 140; 1
62; 1; 7
62; 2; 2
62; 3; 1
62; 4; 1
62; 5; 13
62; 7; 5
62; 8; 9
62; 9; 1
62; 10; 586
62; 11; 6
62; 12; 46
62; 13; 21
62; 14; 14
62; 15; 87
62; 16; 8
62; 17; 7
62; 18; 9
62; 20; 10
62; 21; 4
62; 22; 2
62; 23; 138
62; 24; 6
62; 25; 2
62; 27; 1
62; 29; 18
62; 30; 2982
62; 32; 3
62; 33; 2
62; 34; 3
62; 35; 6
62; 36; 1
62; 37; 32
62; 38; 3
62; 39; 4
62; 40; 7
62; 41; 7
62; 42; 4
62; 44; 10
62; 46; 3
62; 47; 4
62; 50; 1
62; 51; 5
62; 52; 20
62; 53; 2
62; 54; 1
62; 56; 8
62; 58; 1
62; 59; 13
62; 61; 3
62; 63; 3
62; 64; 2
62; 65; 21
62; 67; 4
62; 70; 1
62; 71; 3
62; 72; 58
62; 73; 119
62; 75; 1
62; 76; 6
62; 78; 2
62; 79; 2
62; 80; 1
62; 81; 9
62; 83; 5
62; 84; 1
62; 85; 52
62; 86; 1
62; 87; 7
62; 88; 6
62; 89; 10
62; 90; 19
62; 91; 1
62; 92; 27
62; 93; 1
62; 94; 13
62; 96; 3
62; 97; 11
62; 98; 983
62; 99; 21
62; 100; 1
62; 101; 2
62; 102; 13
62; 103; 4
62; 104; 10
62; 105; 1
62; 106; 4
62; 109; 1
62; 110; 193
62; 111; 10
62; 112; 23
62; 113; 4
62; 114; 2
62; 115; 5
62; 116; 2
62; 117; 2
62; 118; 18
62; 119; 46
62; 120; 10
62; 121; 35
62; 122; 6
62; 123; 3
62; 124; 14
62; 125; 28
62; 126; 34
62; 127; 19
62; 128; 21
62; 129; 38
62; 132; 7
62; 133; 8
62; 134; 63
62; 135; 2
62; 136; 76
62; 137; 1
62; 138; 68
62; 139; 648
62; 140; 2
63; 1; 140
63; 2; 6
63; 3; 1
63; 4; 1
63; 5; 1
63; 7; 1
63; 8; 15
63; 9; 3
63; 10; 1
63; 11; 62
63; 12; 491
63; 13; 3
63; 14; 1
63; 15; 1394
63; 16; 3
63; 17; 2
63; 18; 119
63; 20; 7
63; 21; 51
63; 22; 3
63; 23; 4
63; 24; 162
63; 29; 10
63; 30; 25
63; 31; 1
63; 32; 50
63; 33; 35
63; 34; 5
63; 35; 4
63; 37; 1
63; 38; 1
63; 39; 3
63; 40; 5
63; 41; 43
63; 42; 17
63; 43; 8
63; 44; 10
63; 45; 1
63; 46; 1
63; 47; 1
63; 50; 24
63; 51; 4
63; 52; 2
63; 54; 317
63; 56; 41
63; 58; 7
63; 59; 5
63; 60; 1
63; 61; 22
63; 62; 3
63; 64; 27
63; 65; 43
63; 67; 86
63; 68; 1
63; 69; 1
63; 70; 3
63; 71; 74
63; 72; 30
63; 73; 266
63; 75; 27
63; 76; 14
63; 78; 5
63; 79; 5
63; 80; 20
63; 81; 69
63; 83; 16
63; 84; 267
63; 85; 1055
63; 86; 2
63; 87; 5
63; 89; 15
63; 91; 23
63; 92; 6
63; 93; 4
63; 94; 2
63; 96; 28
63; 97; 2
63; 98; 8
63; 99; 21
63; 101; 3
63; 102; 2
63; 103; 11
63; 104; 26
63; 105; 13
63; 106; 213
63; 109; 7
63; 110; 26
63; 111; 1
63; 112; 2
63; 113; 9
63; 114; 10
63; 115; 108
63; 116; 1
63; 117; 22
63; 118; 51
63; 119; 2
63; 120; 1
63; 121; 4
63; 122; 2
63; 123; 8
63; 124; 27
63; 125; 1
63; 126; 5
63; 127; 9
63; 128; 9
63; 129; 72
63; 130; 1
63; 131; 8
63; 132; 17
63; 133; 37
63; 134; 8
63; 135; 147
63; 136; 59
63; 137; 2
63; 138; 50
63; 139; 519
63; 140; 4
64; 1; 31
64; 2; 2
64; 7; 1
64; 8; 3
64; 11; 10
64; 12; 1529
64; 13; 2
64; 15; 390
64; 18; 99
64; 20; 4
64; 21; 9
64; 22; 1
64; 23; 1
64; 24; 38
64; 30; 3
64; 32; 154
64; 33; 2
64; 34; 1
64; 35; 1
64; 39; 1
64; 40; 2
64; 41; 14
64; 42; 6
64; 43; 4
64; 44; 8
64; 50; 14
64; 52; 1
64; 54; 9
64; 56; 5
64; 58; 4
64; 59; 2
64; 61; 9
64; 62; 2
64; 63; 27
64; 65; 24
64; 67; 11
64; 71; 93
64; 72; 2
64; 73; 46
64; 75; 12
64; 76; 1
64; 78; 3
64; 80; 30
64; 81; 24
64; 83; 3
64; 84; 23
64; 85; 133
64; 86; 1
64; 87; 1
64; 89; 2
64; 91; 22
64; 92; 2
64; 93; 1
64; 94; 1
64; 96; 2
64; 98; 2
64; 99; 9
64; 101; 1
64; 103; 1
64; 104; 3
64; 105; 9
64; 106; 71
64; 109; 1
64; 110; 10
64; 112; 1
64; 113; 2
64; 114; 5
64; 115; 11
64; 117; 1
64; 118; 22
64; 121; 1
64; 122; 1
64; 123; 4
64; 124; 4
64; 126; 2
64; 127; 3
64; 128; 3
64; 129; 16
64; 131; 1
64; 132; 2
64; 133; 7
64; 134; 2
64; 135; 11
