# activity_index; type; from_event; to_event; lower_bound; upper_bound
8054; "change"; 858; 2079; 3; 122
8055; "change"; 860; 477; 3; 122
8056; "change"; 860; 1113; 3; 122
8057; "change"; 860; 1139; 3; 122
8058; "change"; 860; 1619; 3; 122
8059; "change"; 860; 1645; 3; 122
8060; "change"; 860; 1673; 3; 122
8061; "change"; 860; 1699; 3; 122
8062; "change"; 860; 1725; 3; 122
8063; "change"; 860; 1751; 3; 122
8064; "change"; 860; 2025; 3; 122
8065; "change"; 860; 2043; 3; 122
8066; "change"; 860; 2077; 3; 122
8067; "change"; 862; 1165; 3; 122
8068; "change"; 862; 1191; 3; 122
8069; "change"; 862; 1675; 3; 122
8070; "change"; 862; 1701; 3; 122
8071; "change"; 862; 2041; 3; 122
8072; "change"; 862; 2075; 3; 122
8073; "change"; 864; 1163; 2; 121
8074; "change"; 864; 1189; 2; 121
8075; "change"; 864; 1677; 2; 121
8076; "change"; 864; 1703; 2; 121
8077; "change"; 864; 2039; 2; 121
8078; "change"; 864; 2073; 2; 121
8079; "change"; 866; 1161; 2; 121
8080; "change"; 866; 1187; 2; 121
8081; "change"; 866; 1679; 2; 121
8082; "change"; 866; 1705; 2; 121
8083; "change"; 866; 2037; 2; 121
8084; "change"; 866; 2071; 2; 121
8085; "change"; 868; 1159; 3; 122
8086; "change"; 868; 1185; 3; 122
8087; "change"; 868; 1681; 3; 122
8088; "change"; 868; 1707; 3; 122
8089; "change"; 868; 2035; 3; 122
8090; "change"; 868; 2069; 3; 122
8091; "change"; 870; 479; 3; 122
8092; "change"; 870; 607; 3; 122
8093; "change"; 870; 629; 3; 122
8094; "change"; 870; 1111; 3; 122
8095; "change"; 870; 1137; 3; 122
8096; "change"; 870; 1157; 3; 122
8097; "change"; 870; 1183; 3; 122
8098; "change"; 870; 1219; 3; 122
8099; "change"; 870; 1233; 3; 122
8100; "change"; 870; 1253; 3; 122
8101; "change"; 870; 1445; 3; 122
8102; "change"; 870; 1465; 3; 122
8103; "change"; 870; 1559; 3; 122
8104; "change"; 870; 1581; 3; 122
8105; "change"; 870; 1603; 3; 122
8106; "change"; 870; 1621; 3; 122
8107; "change"; 870; 1647; 3; 122
8108; "change"; 870; 1683; 3; 122
8109; "change"; 870; 1709; 3; 122
8110; "change"; 870; 2023; 3; 122
8111; "change"; 870; 2033; 3; 122
8112; "change"; 870; 2067; 3; 122
8113; "change"; 872; 481; 5; 124
8114; "change"; 872; 605; 5; 124
8115; "change"; 872; 627; 5; 124
8116; "change"; 872; 1109; 5; 124
8117; "change"; 872; 1135; 5; 124
8118; "change"; 872; 1155; 5; 124
8119; "change"; 872; 1181; 5; 124
8120; "change"; 872; 1217; 5; 124
8121; "change"; 872; 1235; 5; 124
8122; "change"; 872; 1255; 5; 124
8123; "change"; 872; 1443; 5; 124
8124; "change"; 872; 1463; 5; 124
8125; "change"; 872; 1561; 5; 124
8126; "change"; 872; 1583; 5; 124
8127; "change"; 872; 1605; 5; 124
8128; "change"; 872; 1623; 5; 124
8129; "change"; 872; 1649; 5; 124
8130; "change"; 872; 1685; 5; 124
8131; "change"; 872; 1711; 5; 124
8132; "change"; 872; 1911; 5; 124
8133; "change"; 872; 1929; 5; 124
8134; "change"; 872; 2021; 5; 124
8135; "change"; 872; 2031; 5; 124
8136; "change"; 872; 2065; 5; 124
8137; "change"; 874; 219; 3; 122
8138; "change"; 874; 237; 3; 122
8139; "change"; 874; 1153; 3; 122
8140; "change"; 874; 1179; 3; 122
8141; "change"; 874; 1687; 3; 122
8142; "change"; 874; 1713; 3; 122
8143; "change"; 874; 1913; 3; 122
8144; "change"; 874; 1931; 3; 122
8145; "change"; 874; 2029; 3; 122
8146; "change"; 874; 2063; 3; 122
8147; "change"; 876; 41; 7; 126
8148; "change"; 876; 49; 7; 126
8149; "change"; 876; 57; 7; 126
8150; "change"; 876; 65; 7; 126
8151; "change"; 876; 217; 7; 126
8152; "change"; 876; 235; 7; 126
8153; "change"; 876; 319; 7; 126
8154; "change"; 876; 351; 7; 126
8155; "change"; 876; 603; 7; 126
8156; "change"; 876; 625; 7; 126
8157; "change"; 876; 643; 7; 126
8158; "change"; 876; 651; 7; 126
8159; "change"; 876; 659; 7; 126
8160; "change"; 876; 667; 7; 126
8161; "change"; 876; 689; 7; 126
8162; "change"; 876; 721; 7; 126
8163; "change"; 876; 1107; 7; 126
8164; "change"; 876; 1133; 7; 126
8165; "change"; 876; 1151; 7; 126
8166; "change"; 876; 1177; 7; 126
8167; "change"; 876; 1215; 7; 126
8168; "change"; 876; 1237; 7; 126
8169; "change"; 876; 1257; 7; 126
8170; "change"; 876; 1441; 7; 126
8171; "change"; 876; 1461; 7; 126
8172; "change"; 876; 1563; 7; 126
8173; "change"; 876; 1585; 7; 126
8174; "change"; 876; 1607; 7; 126
8175; "change"; 876; 1625; 7; 126
8176; "change"; 876; 1651; 7; 126
8177; "change"; 876; 1689; 7; 126
8178; "change"; 876; 1715; 7; 126
8179; "change"; 876; 1915; 7; 126
8180; "change"; 876; 1933; 7; 126
8181; "change"; 876; 1947; 7; 126
8182; "change"; 876; 1949; 7; 126
8183; "change"; 876; 1951; 7; 126
8184; "change"; 876; 1963; 7; 126
8185; "change"; 876; 1975; 7; 126
8186; "change"; 876; 1985; 7; 126
8187; "change"; 876; 1995; 7; 126
8188; "change"; 876; 1997; 7; 126
8189; "change"; 876; 1999; 7; 126
8190; "change"; 876; 2009; 7; 126
8191; "change"; 876; 2019; 7; 126
8192; "change"; 876; 2027; 7; 126
8193; "change"; 876; 2061; 7; 126
8194; "change"; 876; 2095; 7; 126
8195; "change"; 876; 2101; 7; 126
8196; "change"; 876; 2107; 7; 126
8197; "change"; 876; 2113; 7; 126
8198; "change"; 876; 2119; 7; 126
8199; "change"; 876; 2129; 7; 126
8200; "change"; 876; 2139; 7; 126
8201; "change"; 876; 2143; 7; 126
8202; "change"; 876; 2159; 7; 126
8203; "change"; 876; 2175; 7; 126
8204; "change"; 876; 2183; 7; 126
8205; "change"; 876; 2187; 7; 126
8206; "change"; 876; 2191; 7; 126
8207; "change"; 876; 2193; 7; 126
8208; "change"; 876; 2195; 7; 126
8209; "change"; 876; 2197; 7; 126
8210; "change"; 878; 45; 4; 123
8211; "change"; 878; 53; 4; 123
8212; "change"; 878; 61; 4; 123
8213; "change"; 878; 69; 4; 123
8214; "change"; 878; 337; 4; 123
8215; "change"; 878; 369; 4; 123
8216; "change"; 878; 639; 4; 123
8217; "change"; 878; 647; 4; 123
8218; "change"; 878; 655; 4; 123
8219; "change"; 878; 663; 4; 123
8220; "change"; 878; 671; 4; 123
8221; "change"; 878; 703; 4; 123
8222; "change"; 878; 811; 4; 123
8223; "change"; 878; 845; 4; 123
8224; "change"; 878; 2059; 4; 123
8225; "change"; 878; 2093; 4; 123
8226; "change"; 878; 2099; 4; 123
8227; "change"; 878; 2105; 4; 123
8228; "change"; 878; 2111; 4; 123
8229; "change"; 878; 2117; 4; 123
8230; "change"; 880; 43; 3; 122
8231; "change"; 880; 51; 3; 122
8232; "change"; 880; 59; 3; 122
8233; "change"; 880; 67; 3; 122
8234; "change"; 880; 333; 3; 122
8235; "change"; 880; 365; 3; 122
8236; "change"; 880; 641; 3; 122
8237; "change"; 880; 649; 3; 122
8238; "change"; 880; 657; 3; 122
8239; "change"; 880; 665; 3; 122
8240; "change"; 880; 675; 3; 122
8241; "change"; 880; 707; 3; 122
8242; "change"; 880; 815; 3; 122
8243; "change"; 880; 849; 3; 122
8244; "change"; 880; 947; 3; 122
8245; "change"; 880; 2055; 3; 122
8246; "change"; 880; 2089; 3; 122
8247; "change"; 880; 2097; 3; 122
8248; "change"; 880; 2103; 3; 122
8249; "change"; 880; 2109; 3; 122
8250; "change"; 880; 2115; 3; 122
8251; "change"; 880; 2141; 3; 122
8252; "change"; 882; 41; 7; 126
8253; "change"; 882; 49; 7; 126
8254; "change"; 882; 57; 7; 126
8255; "change"; 882; 65; 7; 126
8256; "change"; 882; 217; 7; 126
8257; "change"; 882; 235; 7; 126
8258; "change"; 882; 319; 7; 126
8259; "change"; 882; 351; 7; 126
8260; "change"; 882; 603; 7; 126
8261; "change"; 882; 625; 7; 126
8262; "change"; 882; 643; 7; 126
8263; "change"; 882; 651; 7; 126
8264; "change"; 882; 659; 7; 126
8265; "change"; 882; 667; 7; 126
8266; "change"; 882; 689; 7; 126
8267; "change"; 882; 721; 7; 126
8268; "change"; 882; 1107; 7; 126
8269; "change"; 882; 1133; 7; 126
8270; "change"; 882; 1151; 7; 126
8271; "change"; 882; 1177; 7; 126
8272; "change"; 882; 1215; 7; 126
8273; "change"; 882; 1237; 7; 126
8274; "change"; 882; 1257; 7; 126
8275; "change"; 882; 1441; 7; 126
8276; "change"; 882; 1461; 7; 126
8277; "change"; 882; 1563; 7; 126
8278; "change"; 882; 1585; 7; 126
8279; "change"; 882; 1607; 7; 126
8280; "change"; 882; 1625; 7; 126
8281; "change"; 882; 1651; 7; 126
8282; "change"; 882; 1689; 7; 126
8283; "change"; 882; 1715; 7; 126
8284; "change"; 882; 1915; 7; 126
8285; "change"; 882; 1933; 7; 126
8286; "change"; 882; 1947; 7; 126
8287; "change"; 882; 1949; 7; 126
8288; "change"; 882; 1951; 7; 126
8289; "change"; 882; 1963; 7; 126
8290; "change"; 882; 1975; 7; 126
8291; "change"; 882; 1985; 7; 126
8292; "change"; 882; 1995; 7; 126
8293; "change"; 882; 1997; 7; 126
8294; "change"; 882; 1999; 7; 126
8295; "change"; 882; 2009; 7; 126
8296; "change"; 882; 2019; 7; 126
8297; "change"; 882; 2027; 7; 126
8298; "change"; 882; 2061; 7; 126
8299; "change"; 882; 2095; 7; 126
8300; "change"; 882; 2101; 7; 126
8301; "change"; 882; 2107; 7; 126
8302; "change"; 882; 2113; 7; 126
8303; "change"; 882; 2119; 7; 126
8304; "change"; 882; 2129; 7; 126
8305; "change"; 882; 2139; 7; 126
8306; "change"; 882; 2143; 7; 126
8307; "change"; 882; 2159; 7; 126
8308; "change"; 882; 2175; 7; 126
8309; "change"; 882; 2183; 7; 126
8310; "change"; 882; 2187; 7; 126
8311; "change"; 882; 2191; 7; 126
8312; "change"; 882; 2193; 7; 126
8313; "change"; 882; 2195; 7; 126
8314; "change"; 882; 2197; 7; 126
8315; "change"; 884; 45; 4; 123
8316; "change"; 884; 53; 4; 123
8317; "change"; 884; 61; 4; 123
8318; "change"; 884; 69; 4; 123
8319; "change"; 884; 337; 4; 123
8320; "change"; 884; 369; 4; 123
8321; "change"; 884; 639; 4; 123
8322; "change"; 884; 647; 4; 123
8323; "change"; 884; 655; 4; 123
8324; "change"; 884; 663; 4; 123
8325; "change"; 884; 671; 4; 123
8326; "change"; 884; 703; 4; 123
8327; "change"; 884; 811; 4; 123
8328; "change"; 884; 845; 4; 123
8329; "change"; 884; 2059; 4; 123
8330; "change"; 884; 2093; 4; 123
8331; "change"; 884; 2099; 4; 123
8332; "change"; 884; 2105; 4; 123
8333; "change"; 884; 2111; 4; 123
8334; "change"; 884; 2117; 4; 123
8335; "change"; 886; 43; 3; 122
8336; "change"; 886; 51; 3; 122
8337; "change"; 886; 59; 3; 122
8338; "change"; 886; 67; 3; 122
8339; "change"; 886; 333; 3; 122
8340; "change"; 886; 365; 3; 122
8341; "change"; 886; 641; 3; 122
8342; "change"; 886; 649; 3; 122
8343; "change"; 886; 657; 3; 122
8344; "change"; 886; 665; 3; 122
8345; "change"; 886; 675; 3; 122
8346; "change"; 886; 707; 3; 122
8347; "change"; 886; 815; 3; 122
8348; "change"; 886; 849; 3; 122
8349; "change"; 886; 947; 3; 122
8350; "change"; 886; 2055; 3; 122
8351; "change"; 886; 2089; 3; 122
8352; "change"; 886; 2097; 3; 122
8353; "change"; 886; 2103; 3; 122
8354; "change"; 886; 2109; 3; 122
8355; "change"; 886; 2115; 3; 122
8356; "change"; 886; 2141; 3; 122
8357; "change"; 888; 41; 7; 126
8358; "change"; 888; 49; 7; 126
8359; "change"; 888; 57; 7; 126
8360; "change"; 888; 65; 7; 126
8361; "change"; 888; 217; 7; 126
8362; "change"; 888; 235; 7; 126
8363; "change"; 888; 319; 7; 126
8364; "change"; 888; 351; 7; 126
8365; "change"; 888; 603; 7; 126
8366; "change"; 888; 625; 7; 126
8367; "change"; 888; 643; 7; 126
8368; "change"; 888; 651; 7; 126
8369; "change"; 888; 659; 7; 126
8370; "change"; 888; 667; 7; 126
8371; "change"; 888; 689; 7; 126
8372; "change"; 888; 721; 7; 126
8373; "change"; 888; 1107; 7; 126
8374; "change"; 888; 1133; 7; 126
8375; "change"; 888; 1151; 7; 126
8376; "change"; 888; 1177; 7; 126
8377; "change"; 888; 1215; 7; 126
8378; "change"; 888; 1237; 7; 126
8379; "change"; 888; 1257; 7; 126
8380; "change"; 888; 1441; 7; 126
8381; "change"; 888; 1461; 7; 126
8382; "change"; 888; 1563; 7; 126
8383; "change"; 888; 1585; 7; 126
8384; "change"; 888; 1607; 7; 126
8385; "change"; 888; 1625; 7; 126
8386; "change"; 888; 1651; 7; 126
8387; "change"; 888; 1689; 7; 126
8388; "change"; 888; 1715; 7; 126
8389; "change"; 888; 1915; 7; 126
8390; "change"; 888; 1933; 7; 126
8391; "change"; 888; 1947; 7; 126
8392; "change"; 888; 1949; 7; 126
8393; "change"; 888; 1951; 7; 126
8394; "change"; 888; 1963; 7; 126
8395; "change"; 888; 1975; 7; 126
8396; "change"; 888; 1985; 7; 126
8397; "change"; 888; 1995; 7; 126
8398; "change"; 888; 1997; 7; 126
8399; "change"; 888; 1999; 7; 126
8400; "change"; 888; 2009; 7; 126
8401; "change"; 888; 2019; 7; 126
8402; "change"; 888; 2027; 7; 126
8403; "change"; 888; 2061; 7; 126
8404; "change"; 888; 2095; 7; 126
8405; "change"; 888; 2101; 7; 126
8406; "change"; 888; 2107; 7; 126
8407; "change"; 888; 2113; 7; 126
8408; "change"; 888; 2119; 7; 126
8409; "change"; 888; 2129; 7; 126
8410; "change"; 888; 2139; 7; 126
8411; "change"; 888; 2143; 7; 126
8412; "change"; 888; 2159; 7; 126
8413; "change"; 888; 2175; 7; 126
8414; "change"; 888; 2183; 7; 126
8415; "change"; 888; 2187; 7; 126
8416; "change"; 888; 2191; 7; 126
8417; "change"; 888; 2193; 7; 126
8418; "change"; 888; 2195; 7; 126
8419; "change"; 888; 2197; 7; 126
8420; "change"; 890; 45; 4; 123
8421; "change"; 890; 53; 4; 123
8422; "change"; 890; 61; 4; 123
8423; "change"; 890; 69; 4; 123
8424; "change"; 890; 337; 4; 123
8425; "change"; 890; 369; 4; 123
8426; "change"; 890; 639; 4; 123
8427; "change"; 890; 647; 4; 123
8428; "change"; 890; 655; 4; 123
8429; "change"; 890; 663; 4; 123
8430; "change"; 890; 671; 4; 123
8431; "change"; 890; 703; 4; 123
8432; "change"; 890; 811; 4; 123
8433; "change"; 890; 845; 4; 123
8434; "change"; 890; 2059; 4; 123
8435; "change"; 890; 2093; 4; 123
8436; "change"; 890; 2099; 4; 123
8437; "change"; 890; 2105; 4; 123
8438; "change"; 890; 2111; 4; 123
8439; "change"; 890; 2117; 4; 123
8440; "change"; 892; 43; 3; 122
8441; "change"; 892; 51; 3; 122
8442; "change"; 892; 59; 3; 122
8443; "change"; 892; 67; 3; 122
8444; "change"; 892; 333; 3; 122
8445; "change"; 892; 365; 3; 122
8446; "change"; 892; 641; 3; 122
8447; "change"; 892; 649; 3; 122
8448; "change"; 892; 657; 3; 122
8449; "change"; 892; 665; 3; 122
8450; "change"; 892; 675; 3; 122
8451; "change"; 892; 707; 3; 122
8452; "change"; 892; 815; 3; 122
8453; "change"; 892; 849; 3; 122
8454; "change"; 892; 947; 3; 122
8455; "change"; 892; 2055; 3; 122
8456; "change"; 892; 2089; 3; 122
8457; "change"; 892; 2097; 3; 122
8458; "change"; 892; 2103; 3; 122
8459; "change"; 892; 2109; 3; 122
8460; "change"; 892; 2115; 3; 122
8461; "change"; 892; 2141; 3; 122
8462; "change"; 894; 41; 7; 126
8463; "change"; 894; 49; 7; 126
8464; "change"; 894; 57; 7; 126
8465; "change"; 894; 65; 7; 126
8466; "change"; 894; 217; 7; 126
8467; "change"; 894; 235; 7; 126
8468; "change"; 894; 319; 7; 126
8469; "change"; 894; 351; 7; 126
8470; "change"; 894; 603; 7; 126
8471; "change"; 894; 625; 7; 126
8472; "change"; 894; 643; 7; 126
8473; "change"; 894; 651; 7; 126
8474; "change"; 894; 659; 7; 126
8475; "change"; 894; 667; 7; 126
8476; "change"; 894; 689; 7; 126
8477; "change"; 894; 721; 7; 126
8478; "change"; 894; 1107; 7; 126
8479; "change"; 894; 1133; 7; 126
8480; "change"; 894; 1151; 7; 126
8481; "change"; 894; 1177; 7; 126
8482; "change"; 894; 1215; 7; 126
8483; "change"; 894; 1237; 7; 126
8484; "change"; 894; 1257; 7; 126
8485; "change"; 894; 1441; 7; 126
8486; "change"; 894; 1461; 7; 126
8487; "change"; 894; 1563; 7; 126
8488; "change"; 894; 1585; 7; 126
8489; "change"; 894; 1607; 7; 126
8490; "change"; 894; 1625; 7; 126
8491; "change"; 894; 1651; 7; 126
8492; "change"; 894; 1689; 7; 126
8493; "change"; 894; 1715; 7; 126
8494; "change"; 894; 1915; 7; 126
8495; "change"; 894; 1933; 7; 126
8496; "change"; 894; 1947; 7; 126
8497; "change"; 894; 1949; 7; 126
8498; "change"; 894; 1951; 7; 126
8499; "change"; 894; 1963; 7; 126
8500; "change"; 894; 1975; 7; 126
8501; "change"; 894; 1985; 7; 126
8502; "change"; 894; 1995; 7; 126
8503; "change"; 894; 1997; 7; 126
8504; "change"; 894; 1999; 7; 126
8505; "change"; 894; 2009; 7; 126
8506; "change"; 894; 2019; 7; 126
8507; "change"; 894; 2027; 7; 126
8508; "change"; 894; 2061; 7; 126
8509; "change"; 894; 2095; 7; 126
8510; "change"; 894; 2101; 7; 126
8511; "change"; 894; 2107; 7; 126
8512; "change"; 894; 2113; 7; 126
8513; "change"; 894; 2119; 7; 126
8514; "change"; 894; 2129; 7; 126
8515; "change"; 894; 2139; 7; 126
8516; "change"; 894; 2143; 7; 126
8517; "change"; 894; 2159; 7; 126
8518; "change"; 894; 2175; 7; 126
8519; "change"; 894; 2183; 7; 126
8520; "change"; 894; 2187; 7; 126
8521; "change"; 894; 2191; 7; 126
8522; "change"; 894; 2193; 7; 126
8523; "change"; 894; 2195; 7; 126
8524; "change"; 894; 2197; 7; 126
8525; "change"; 896; 45; 4; 123
8526; "change"; 896; 53; 4; 123
8527; "change"; 896; 61; 4; 123
8528; "change"; 896; 69; 4; 123
8529; "change"; 896; 337; 4; 123
8530; "change"; 896; 369; 4; 123
8531; "change"; 896; 639; 4; 123
8532; "change"; 896; 647; 4; 123
8533; "change"; 896; 655; 4; 123
8534; "change"; 896; 663; 4; 123
8535; "change"; 896; 671; 4; 123
8536; "change"; 896; 703; 4; 123
8537; "change"; 896; 811; 4; 123
8538; "change"; 896; 845; 4; 123
8539; "change"; 896; 2059; 4; 123
8540; "change"; 896; 2093; 4; 123
8541; "change"; 896; 2099; 4; 123
8542; "change"; 896; 2105; 4; 123
8543; "change"; 896; 2111; 4; 123
8544; "change"; 896; 2117; 4; 123
8545; "change"; 898; 43; 3; 122
8546; "change"; 898; 51; 3; 122
8547; "change"; 898; 59; 3; 122
8548; "change"; 898; 67; 3; 122
8549; "change"; 898; 333; 3; 122
8550; "change"; 898; 365; 3; 122
8551; "change"; 898; 641; 3; 122
8552; "change"; 898; 649; 3; 122
8553; "change"; 898; 657; 3; 122
8554; "change"; 898; 665; 3; 122
8555; "change"; 898; 675; 3; 122
8556; "change"; 898; 707; 3; 122
8557; "change"; 898; 815; 3; 122
8558; "change"; 898; 849; 3; 122
8559; "change"; 898; 947; 3; 122
8560; "change"; 898; 2055; 3; 122
8561; "change"; 898; 2089; 3; 122
8562; "change"; 898; 2097; 3; 122
8563; "change"; 898; 2103; 3; 122
8564; "change"; 898; 2109; 3; 122
8565; "change"; 898; 2115; 3; 122
8566; "change"; 898; 2141; 3; 122
8567; "change"; 900; 41; 7; 126
8568; "change"; 900; 49; 7; 126
8569; "change"; 900; 57; 7; 126
8570; "change"; 900; 65; 7; 126
8571; "change"; 900; 217; 7; 126
8572; "change"; 900; 235; 7; 126
8573; "change"; 900; 319; 7; 126
8574; "change"; 900; 351; 7; 126
8575; "change"; 900; 603; 7; 126
8576; "change"; 900; 625; 7; 126
8577; "change"; 900; 643; 7; 126
8578; "change"; 900; 651; 7; 126
8579; "change"; 900; 659; 7; 126
8580; "change"; 900; 667; 7; 126
8581; "change"; 900; 689; 7; 126
8582; "change"; 900; 721; 7; 126
8583; "change"; 900; 1107; 7; 126
8584; "change"; 900; 1133; 7; 126
8585; "change"; 900; 1151; 7; 126
8586; "change"; 900; 1177; 7; 126
8587; "change"; 900; 1215; 7; 126
8588; "change"; 900; 1237; 7; 126
8589; "change"; 900; 1257; 7; 126
8590; "change"; 900; 1441; 7; 126
8591; "change"; 900; 1461; 7; 126
8592; "change"; 900; 1563; 7; 126
8593; "change"; 900; 1585; 7; 126
8594; "change"; 900; 1607; 7; 126
8595; "change"; 900; 1625; 7; 126
8596; "change"; 900; 1651; 7; 126
8597; "change"; 900; 1689; 7; 126
8598; "change"; 900; 1715; 7; 126
8599; "change"; 900; 1915; 7; 126
8600; "change"; 900; 1933; 7; 126
8601; "change"; 900; 1947; 7; 126
8602; "change"; 900; 1949; 7; 126
8603; "change"; 900; 1951; 7; 126
8604; "change"; 900; 1963; 7; 126
8605; "change"; 900; 1975; 7; 126
8606; "change"; 900; 1985; 7; 126
8607; "change"; 900; 1995; 7; 126
8608; "change"; 900; 1997; 7; 126
8609; "change"; 900; 1999; 7; 126
8610; "change"; 900; 2009; 7; 126
8611; "change"; 900; 2019; 7; 126
8612; "change"; 900; 2027; 7; 126
8613; "change"; 900; 2061; 7; 126
8614; "change"; 900; 2095; 7; 126
8615; "change"; 900; 2101; 7; 126
8616; "change"; 900; 2107; 7; 126
8617; "change"; 900; 2113; 7; 126
8618; "change"; 900; 2119; 7; 126
8619; "change"; 900; 2129; 7; 126
8620; "change"; 900; 2139; 7; 126
8621; "change"; 900; 2143; 7; 126
8622; "change"; 900; 2159; 7; 126
8623; "change"; 900; 2175; 7; 126
8624; "change"; 900; 2183; 7; 126
8625; "change"; 900; 2187; 7; 126
8626; "change"; 900; 2191; 7; 126
8627; "change"; 900; 2193; 7; 126
8628; "change"; 900; 2195; 7; 126
8629; "change"; 900; 2197; 7; 126
8630; "change"; 902; 1327; 4; 123
8631; "change"; 902; 2127; 4; 123
8632; "change"; 902; 2137; 4; 123
8633; "change"; 904; 133; 4; 123
8634; "change"; 904; 197; 4; 123
8635; "change"; 904; 1329; 4; 123
8636; "change"; 904; 1839; 4; 123
8637; "change"; 904; 1879; 4; 123
8638; "change"; 904; 2125; 4; 123
8639; "change"; 904; 2135; 4; 123
8640; "change"; 904; 2181; 4; 123
8641; "change"; 904; 2229; 4; 123
8642; "change"; 906; 129; 4; 123
8643; "change"; 906; 169; 4; 123
8644; "change"; 906; 1331; 4; 123
8645; "change"; 906; 1479; 4; 123
8646; "change"; 906; 1505; 4; 123
8647; "change"; 906; 1743; 4; 123
8648; "change"; 906; 1769; 4; 123
8649; "change"; 906; 1867; 4; 123
8650; "change"; 906; 1907; 4; 123
8651; "change"; 906; 2123; 4; 123
8652; "change"; 906; 2133; 4; 123
8653; "change"; 906; 2179; 4; 123
8654; "change"; 906; 2201; 4; 123
8655; "change"; 908; 1243; 4; 123
8656; "change"; 908; 1263; 4; 123
8657; "change"; 908; 1333; 4; 123
8658; "change"; 908; 1435; 4; 123
8659; "change"; 908; 1455; 4; 123
8660; "change"; 908; 1525; 4; 123
8661; "change"; 908; 1529; 4; 123
8662; "change"; 908; 1909; 4; 123
8663; "change"; 908; 2121; 4; 123
8664; "change"; 908; 2131; 4; 123
8665; "change"; 908; 2177; 4; 123
8666; "change"; 908; 2185; 4; 123
8667; "change"; 908; 2189; 4; 123
8668; "change"; 908; 2199; 4; 123
8669; "change"; 910; 41; 7; 126
8670; "change"; 910; 49; 7; 126
8671; "change"; 910; 57; 7; 126
8672; "change"; 910; 65; 7; 126
8673; "change"; 910; 217; 7; 126
8674; "change"; 910; 235; 7; 126
8675; "change"; 910; 319; 7; 126
8676; "change"; 910; 351; 7; 126
8677; "change"; 910; 603; 7; 126
8678; "change"; 910; 625; 7; 126
8679; "change"; 910; 643; 7; 126
8680; "change"; 910; 651; 7; 126
8681; "change"; 910; 659; 7; 126
8682; "change"; 910; 667; 7; 126
8683; "change"; 910; 689; 7; 126
8684; "change"; 910; 721; 7; 126
8685; "change"; 910; 1107; 7; 126
8686; "change"; 910; 1133; 7; 126
8687; "change"; 910; 1151; 7; 126
8688; "change"; 910; 1177; 7; 126
8689; "change"; 910; 1215; 7; 126
8690; "change"; 910; 1237; 7; 126
8691; "change"; 910; 1257; 7; 126
8692; "change"; 910; 1441; 7; 126
8693; "change"; 910; 1461; 7; 126
8694; "change"; 910; 1563; 7; 126
8695; "change"; 910; 1585; 7; 126
8696; "change"; 910; 1607; 7; 126
8697; "change"; 910; 1625; 7; 126
8698; "change"; 910; 1651; 7; 126
8699; "change"; 910; 1689; 7; 126
8700; "change"; 910; 1715; 7; 126
8701; "change"; 910; 1915; 7; 126
8702; "change"; 910; 1933; 7; 126
8703; "change"; 910; 1947; 7; 126
8704; "change"; 910; 1949; 7; 126
8705; "change"; 910; 1951; 7; 126
8706; "change"; 910; 1963; 7; 126
8707; "change"; 910; 1975; 7; 126
8708; "change"; 910; 1985; 7; 126
8709; "change"; 910; 1995; 7; 126
8710; "change"; 910; 1997; 7; 126
8711; "change"; 910; 1999; 7; 126
8712; "change"; 910; 2009; 7; 126
8713; "change"; 910; 2019; 7; 126
8714; "change"; 910; 2027; 7; 126
8715; "change"; 910; 2061; 7; 126
8716; "change"; 910; 2095; 7; 126
8717; "change"; 910; 2101; 7; 126
8718; "change"; 910; 2107; 7; 126
8719; "change"; 910; 2113; 7; 126
8720; "change"; 910; 2119; 7; 126
8721; "change"; 910; 2129; 7; 126
8722; "change"; 910; 2139; 7; 126
8723; "change"; 910; 2143; 7; 126
8724; "change"; 910; 2159; 7; 126
8725; "change"; 910; 2175; 7; 126
8726; "change"; 910; 2183; 7; 126
8727; "change"; 910; 2187; 7; 126
8728; "change"; 910; 2191; 7; 126
8729; "change"; 910; 2193; 7; 126
8730; "change"; 910; 2195; 7; 126
8731; "change"; 910; 2197; 7; 126
8732; "change"; 912; 1327; 4; 123
8733; "change"; 912; 2127; 4; 123
8734; "change"; 912; 2137; 4; 123
8735; "change"; 914; 133; 4; 123
8736; "change"; 914; 197; 4; 123
8737; "change"; 914; 1329; 4; 123
8738; "change"; 914; 1839; 4; 123
8739; "change"; 914; 1879; 4; 123
8740; "change"; 914; 2125; 4; 123
8741; "change"; 914; 2135; 4; 123
8742; "change"; 914; 2181; 4; 123
8743; "change"; 914; 2229; 4; 123
8744; "change"; 916; 129; 4; 123
8745; "change"; 916; 169; 4; 123
8746; "change"; 916; 1331; 4; 123
8747; "change"; 916; 1479; 4; 123
8748; "change"; 916; 1505; 4; 123
8749; "change"; 916; 1743; 4; 123
8750; "change"; 916; 1769; 4; 123
8751; "change"; 916; 1867; 4; 123
8752; "change"; 916; 1907; 4; 123
8753; "change"; 916; 2123; 4; 123
8754; "change"; 916; 2133; 4; 123
8755; "change"; 916; 2179; 4; 123
8756; "change"; 916; 2201; 4; 123
8757; "change"; 918; 1243; 4; 123
8758; "change"; 918; 1263; 4; 123
8759; "change"; 918; 1333; 4; 123
8760; "change"; 918; 1435; 4; 123
8761; "change"; 918; 1455; 4; 123
8762; "change"; 918; 1525; 4; 123
8763; "change"; 918; 1529; 4; 123
